productName,price,rating,specScore,features,brand,processor,storage,cores,ram,screen_size,Warranty,OS,graphics,storage_type,ram_type,resolution,graphics_category,resolution_category
Lenovo ThinkBook 15 G5 21JFA00BIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ Win11),44990,4.4,65,"'7th Gen AMD Ryzen 7 7730U', 'Octa Core, 16 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'AMD Radeon AMD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,AMD Ryzen 7,512,No ,8,15.6,12,Windows 11 ,amd radeon amd,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),94990,4.7,65,"'13th Gen Intel Core i9 13900H', '14 Cores (6P + 8E), 20 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Integrated Intel Iris Xe Graphics', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i9,512,14 ,16,16.0,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920 x 1200,Intel,Widescreen (16:10)
Lenovo IdeaPad Gaming 3 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49499,4.5,63,"'11th Gen Intel Core i5 11320H', 'Quad Core, 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 2050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Acer Aspire 5 A515-58GM 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graphics),51369,4.35,59,"'13th Gen Intel Core i5 13420H', 'Octa Core (4P + 4E), 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 2050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i5,512,No ,8,15.6,12,Windows 11 ,rtx 2050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),37990,4.2,44,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '12\u2009GB LPDDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Intel UHD Graphics', '13.5\u2009inches, 2256\u2009x\u20091504\u2009pixels, Touch Screen', 'Windows 11 OS', '1 Year Warranty'",Other,Intel Core i3,512,No ,12,13.5,12,Windows 11 ,intel uhd graphics,SSD,LPDDR4,2256 x 1504,Intel,Widescreen or Custom
Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),84990,4.25,71,"'11th Gen Intel Core i7 11800H', 'Octa Core, 16 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', '4\u2009GB NVIDIA GeForce RTX 3050 Ti', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i7,1024,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),37299,4.7,54,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated UHD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i3,512,No ,16,15.6,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),82990,4.65,69,"'12th Gen Intel Core i7 12650H', '10 Cores (6P + 4E), 16 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i7,1024,10 ,16,16.0,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1200,NVIDIA,Widescreen (16:10)
Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35990,4.4,53,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated UHD', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i3,512,No ,8,16.0,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920 x 1200,Intel,Widescreen (16:10)
HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35000,4.5,57,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated', '15.6\u2009inches, 1366\u2009x\u2009768\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1366 x 768,Intel,Widescreen or Custom
Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),56990,4.6,60,"'12th Gen Intel Core i5 12450H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '16\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i5,512,No ,16,16.0,12,Windows 11 ,intel uhd graphics,SSD,LPDDR5,1920 x 1200,Intel,Widescreen (16:10)
HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),87500,4.6,71,"'12th Gen Intel Core i7 12650H', '10 Cores (6P + 4E), 16 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i7,1024,10 ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),32990,4.7,52,"'7th Gen AMD Ryzen 3 7320U', 'Quad Core, 8 Threads', '8\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'AMD Radeon AMD', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,AMD Ryzen 3,512,No ,8,14.0,12,Windows 11 ,amd radeon amd,SSD,LPDDR5,1920 x 1080,Other/Unknown,Standard HD (16:9)
HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),68999,4.7,59,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', 'Intel Integrated Intel Iris Xe Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,1024,10 ,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50999,4.4,64,"'5th Gen AMD Ryzen 5  5600H', 'Hexa Core, 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB AMD Radeon RX 6500M', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,AMD Ryzen 5,512,No ,8,15.6,12,Windows 11 ,amd radeon,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34990,4.3,54,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i3,512,No ,8,14.0,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),129990,4.45,74,"'13th Gen Intel Core i9 13900HX', '24 Cores (8P + 16E), 32 Threads', '16\u2009GB DDR5 RAM', '1\u2009TB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '16\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Acer,Intel Core i9,1024,24 ,16,16.0,12,Windows 11 ,rtx 4060,SSD,DDR5,2560 x 1600,NVIDIA,Quad HD or higher
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69990,4.55,63,"'13th Gen Intel Core i5 1335U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels, Touch Screen', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,10 ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),79938,4.4,70,"'7th Gen AMD Ryzen 7 7840HS', 'Octa Core, 16 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),133790,4.75,70,"'7th Gen AMD Ryzen 7 7840HS', 'Octa Core, 16 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '6\u2009GB NVIDIA GeForce RTX 4050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,AMD Ryzen 7,512,No ,16,15.6,12,Windows 11 ,rtx 4050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),128990,4.3,73,"'13th Gen Intel Core i7 13700HX', '16 Cores (8P + 8E), 24 Threads', '16\u2009GB DDR5 RAM', '1\u2009TB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '16.1\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i7,1024,16 ,16,16.1,12,Windows 11 ,rtx 4060,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),27990,4.4,56,"'7th Gen AMD Ryzen 3 7330U', 'Quad Core, 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'AMD Radeon AMD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'DOS OS', '1 Year Warranty'",Lenovo,AMD Ryzen 3,512,No ,8,15.6,12,D ,amd radeon amd,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),40500,4.0,53,"'13th Gen Intel Core i3 1305U', '5 Cores (1P + 4E), 6 Threads', '8\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'Integrated Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i3,512,5 ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,LPDDR5,1920 x 1080,Intel,Standard HD (16:9)
HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),40990,4.05,52,"'13th Gen Intel Core i3 1315U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i3,512,No ,8,14.0,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),36990,4.1,59,"'5th Gen AMD Ryzen 5 5500U', 'Hexa Core, 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'AMD Radeon Radeon Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,AMD Ryzen 5,512,No ,8,15.6,12,Windows 11 ,amd radeon,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),78990,4.4,62,"'13th Gen Intel Core i5 13500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB LPDDR5 RAM', '1\u2009TB SSD', 'Intel Integrated Iris Xe', '15.6\u2009inches, 2880\u2009x\u20091620\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,1024,12 ,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5,2880 x 1620,Intel,Quad HD or higher
Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),68719,4.6,66,"'13th Gen Intel Core i5 1340P', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB LPDDR5  RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '16\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i5,512,12 ,16,16.0,12,Windows 11 ,intel iris xe graphics,SSD,LPDDR5,2560 x 1600,Intel,Quad HD or higher
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),172990,4.65,77,"'13th Gen Intel Core i7 13700H', '14 Cores (6P + 8E), 20 Threads', '32\u2009GB DDR5 RAM', '1\u2009TB SSD', '16\u2009GB NVIDIA GeForce RTX 4090', '16\u2009inches, 2560\u2009x\u20091600\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Intel Core i7,1024,14 ,32,16.0,12,Windows 11 ,rtx 4090,SSD,DDR5,2560 x 1600,NVIDIA,Quad HD or higher
HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990,4.4,61,"'13th Gen Intel Core i5 1340p', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Intel Iris Xe Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,12 ,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus TUF Gaming F15 2023 FX507ZV-LP094W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 8GB Graph),102000,4.25,74,"'12th Gen Intel Core i7 12700H', '14 Cores (6P + 8E), 20 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '8\u2009GB NVIDIA GeForce RTX 4060', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i7,512,14 ,16,15.6,12,Windows 11 ,rtx 4060,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35990,4.05,55,"'12th Gen Intel Core i3 1215U', 'Hexa Core (2P + 4E), 8 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i3,512,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),65990,4.3,62,"'13th Gen Intel Core i5 13500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 2050', '14\u2009inches, 1920\u2009x\u20091200\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,12 ,16,14.0,12,Windows 11 ,rtx 2050,SSD,DDR4,1920 x 1200,NVIDIA,Widescreen (16:10)
HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home),74990,4.45,61,"'13th Gen Intel Core i7 1360P', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Integrated', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i7,512,12 ,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus TUF Gaming F17 FX706HF-HX018W Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),48990,4.5,60,"'11th Gen Intel Core i5 11400H', 'Hexa Core, 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 2050', '17.3\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,No ,8,17.3,12,Windows 11 ,rtx 2050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
HP 15-eg3036TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),83990,4.7,65,"'13th Gen Intel Core i7 1360P', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', 'Intel Integrated Integrated', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i7,1024,12 ,16,15.6,12,Windows 11 ,intel integrated,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
MSI Cyborg 15 A12UCX-264IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),54990,4.6,64,"'12th Gen Intel Core i5 12450H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '4\u2009GB Nvidia GeForce RTX 2050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '2 Year Warranty'",MSI,Intel Core i5,512,No ,16,15.6,24,Windows 11 ,rtx 2050,SSD,DDR5,1920 x 1080,NVIDIA,Standard HD (16:9)
HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65990,4.7,68,"'12th Gen Intel Core i5 12450H', 'Octa Core (4P + 4E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', '4\u2009GB NVIDIA GeForce RTX 3050', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,No ,16,15.6,12,Windows 11 ,NVIDIA GeForce RTX 3050,SSD,DDR4,1920 x 1080,NVIDIA,Standard HD (16:9)
Lenovo V15 82QYA00MIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),22730,4.2,41,"'Intel Celeron  N4020', 'Dual Core, 2 Threads', '8\u2009GB DDR4 RAM', '256\u2009GB SSD', 'Intel Integrated Intel UHD Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Lenovo,Others,256,No ,8,15.6,12,Windows 11 ,intel uhd graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Asus Vivobook S15 OLED 2023 S5504VA-MA543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),74990,4.35,61,"'13th Gen Intel Core i5 13500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '15.6\u2009inches, 2880\u2009x\u20091620\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i5,512,12 ,16,15.6,12,Windows 11 ,intel integrated iris xe,SSD,LPDDR5,2880 x 1620,Intel,Quad HD or higher
Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),50790,4.2,55,"'7th Gen AMD Ryzen 5 7520U', 'Quad Core, 8 Threads', '16\u2009GB LPDDR5 RAM', '512\u2009GB SSD', 'AMD Radeon AMD', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,AMD Ryzen 5,512,No ,16,15.6,12,Windows 11 ,amd radeon amd,SSD,LPDDR5,1920 x 1080,Other/Unknown,Standard HD (16:9)
MSI Modern 14 C7M-063IN Laptop (Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),31990,4.3,56,"'7th Gen AMD Ryzen 5 7530U', 'Hexa Core, 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'AMD Radeon AMD', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",MSI,AMD Ryzen 5,512,No ,8,14.0,12,Windows 11 ,amd radeon amd,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
HP Pavilion Plus 14-eh0037TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),74490,4.0,69,"'12th Gen Intel Core i5 12500H', '12 Cores (4P + 8E), 16 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated Iris Xe', '14\u2009inches, 2880\u2009x\u20091800\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,12 ,16,14.0,12,Windows 11 ,intel integrated iris xe,SSD,DDR4,2880 x 1800,Intel,Quad HD or higher
HP Pavilion 14-dv2014TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),61400,4.25,61,"'12th Gen Intel Core i5 1235U', '10 Cores (2P + 8E), 12 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Integrated UHD Graphics', '14\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,Intel Core i5,512,10 ,16,14.0,12,Windows 11 ,intel integrated uhd,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),108000,4.35,59,"'12th Gen Intel Core i5 1235U', '10 Cores (2P + 8E), 12 Threads', '8\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris Xe Graphics', '14\u2009inches, 1366\u2009x\u2009768\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Dell,Intel Core i5,512,10 ,8,14.0,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1366 x 768,Intel,Widescreen or Custom
AGB Octev VR-1818 Gaming Laptop (11th Gen Core i7/ 32GB/ 1TB SSD/ Win 10 Pro/ 2GB Graph),40000,4.35,62,"'11th Gen Intel Core i7 1165G7', 'Quad Core, 8 Threads', '32\u2009GB DDR4 RAM', '1\u2009TB SSD', '2\u2009GB NVIDIA Geforce MX450', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 10 OS', '1 Year Warranty'",Other,Intel Core i7,1024,No ,32,15.6,12,Windows 10 ,NVIDIA,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
Asus Vivobook S15 OLED S3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),72990,4.25,68,"'12th Gen Intel Core i7 12700H', '14 Cores (6P + 8E), 20 Threads', '16\u2009GB DDR4 RAM', '512\u2009GB SSD', 'Intel Iris XE Graphics', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",Asus,Intel Core i7,512,14 ,16,15.6,12,Windows 11 ,intel iris xe graphics,SSD,DDR4,1920 x 1080,Intel,Standard HD (16:9)
HP Omen 16-n0079AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),86488,4.25,73,"'6th Gen AMD Ryzen 7  6800H', 'Octa Core, 16 Threads', '16\u2009GB DDR5 RAM', '512\u2009GB SSD', '8\u2009GB AMD Radeon RX 6650M', '16.1\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 11 OS', '1 Year Warranty'",HP,AMD Ryzen 7,512,No ,16,16.1,12,Windows 11 ,amd radeon,SSD,DDR5,1920 x 1080,Other/Unknown,Standard HD (16:9)
AGB Octev GA-9009 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 10 Pro/ 2GB Graph),35000,4.1,59,"'11th Gen Intel Core i7 1165G7', 'Quad Core, 8 Threads', '16\u2009GB DDR4 RAM', '1\u2009TB SSD', '2\u2009GB NVIDIA Geforce MX450', '15.6\u2009inches, 1920\u2009x\u20091080\u2009pixels', 'Windows 10 OS', '1 Year Warranty'",Other,Intel Core i7,1024,No ,16,15.6,12,Windows 10 ,NVIDIA,SSD,DDR4,1920 x 1080,Other/Unknown,Standard HD (16:9)
